L 1000.0000, 0.0000, 0.0000,  1000.0000, -50.0000, 0.0000,  255, 0, 0
L -20.0000, 50.0000, 0.0000,  -50.0000, 20.0000, 0.0000,  255, 0, 0
L 50.0000, 20.0000, 0.0000,  20.0000, 50.0000, 0.0000,  255, 0, 0
L 20.0000, -50.0000, 0.0000,  50.0000, -20.0000, 0.0000,  255, 0, 0
L -50.0000, -20.0000, 0.0000,  -20.0000, -50.0000, 0.0000,  255, 0, 0
L -50.0000, 20.0000, 0.0000,  -50.0000, -20.0000, 0.0000,  255, 0, 0
L 20.0000, 50.0000, 0.0000,  -20.0000, 50.0000, 0.0000,  255, 0, 0
L 50.0000, -20.0000, 0.0000,  50.0000, 20.0000, 0.0000,  255, 0, 0
L -20.0000, -50.0000, 0.0000,  20.0000, -50.0000, 0.0000,  255, 0, 0
L 580.0000, -20.0000, 0.0000,  540.0000, -20.0000, 0.0000,  255, 0, 0
L 580.0000, -90.0000, 0.0000,  580.0000, -20.0000, 0.0000,  255, 0, 0
L 540.0000, -90.0000, 0.0000,  580.0000, -90.0000, 0.0000,  255, 0, 0
L 540.0000, -20.0000, 0.0000,  540.0000, -90.0000, 0.0000,  255, 0, 0
L 520.0000, -20.0000, 0.0000,  480.0000, -20.0000, 0.0000,  255, 0, 0
L 520.0000, -90.0000, 0.0000,  520.0000, -20.0000, 0.0000,  255, 0, 0
L 480.0000, -90.0000, 0.0000,  520.0000, -90.0000, 0.0000,  255, 0, 0
L 480.0000, -20.0000, 0.0000,  480.0000, -90.0000, 0.0000,  255, 0, 0
L 460.0000, -90.0000, 0.0000,  450.0000, -80.0000, 0.0000,  255, 0, 0
L 460.0000, -20.0000, 0.0000,  460.0000, -90.0000, 0.0000,  255, 0, 0
L 0.0000, -250.0000, 0.0000,  0.0000, 250.0000, 0.0000,  255, 0, 0
L -250.0000, 0.0000, 0.0000,  1000.0000, 0.0000, 0.0000,  255, 0, 0
L -120.0000, -80.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -120.0000, -40.0000, 0.0000,  255, 0, 0
L -100.0000, -60.0000, 0.0000,  -120.0000, -60.0000, 0.0000,  255, 0, 0
L -120.0000, -60.0000, 0.0000,  -140.0000, -60.0000, 0.0000,  255, 0, 0
L -90.0000, -50.0000, 0.0000,  -100.0000, -30.0000, 0.0000,  255, 0, 0
L -60.0000, -80.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -60.0000, -40.0000, 0.0000,  255, 0, 0
L -40.0000, -60.0000, 0.0000,  -60.0000, -60.0000, 0.0000,  255, 0, 0
L -60.0000, -60.0000, 0.0000,  -80.0000, -60.0000, 0.0000,  255, 0, 0
L 100.0000, 60.0000, 0.0000,  120.0000, 60.0000, 0.0000,  255, 0, 0
L 120.0000, 60.0000, 0.0000,  140.0000, 60.0000, 0.0000,  255, 0, 0
L 90.0000, 70.0000, 0.0000,  80.0000, 90.0000, 0.0000,  255, 0, 0
L 40.0000, 60.0000, 0.0000,  60.0000, 60.0000, 0.0000,  255, 0, 0
L 60.0000, 60.0000, 0.0000,  80.0000, 60.0000, 0.0000,  255, 0, 0
L -100.0000, 60.0000, 0.0000,  -120.0000, 60.0000, 0.0000,  255, 0, 0
L -120.0000, 60.0000, 0.0000,  -140.0000, 60.0000, 0.0000,  255, 0, 0
L -90.0000, 70.0000, 0.0000,  -100.0000, 90.0000, 0.0000,  255, 0, 0
L -60.0000, 80.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -60.0000, 40.0000, 0.0000,  255, 0, 0
L -40.0000, 60.0000, 0.0000,  -60.0000, 60.0000, 0.0000,  255, 0, 0
L -60.0000, 60.0000, 0.0000,  -80.0000, 60.0000, 0.0000,  255, 0, 0
L 100.0000, -60.0000, 0.0000,  120.0000, -60.0000, 0.0000,  255, 0, 0
L 120.0000, -60.0000, 0.0000,  140.0000, -60.0000, 0.0000,  255, 0, 0
L 90.0000, -50.0000, 0.0000,  80.0000, -30.0000, 0.0000,  255, 0, 0
L 60.0000, -80.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  60.0000, -40.0000, 0.0000,  255, 0, 0
L 40.0000, -60.0000, 0.0000,  60.0000, -60.0000, 0.0000,  255, 0, 0
L 60.0000, -60.0000, 0.0000,  80.0000, -60.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  637.3000, -90.0000, 0.0000,  255, 0, 0
L 599.0000, -20.0000, 0.0000,  637.3000, -20.0000, 0.0000,  255, 0, 0
L 599.0000, -90.0000, 0.0000,  599.0000, -20.0000, 0.0000,  255, 0, 0
L 637.3000, -90.0000, 0.0000,  637.3000, -20.0000, 0.0000,  255, 0, 0
L 2144.0000, 1483.0000, 0.0000,  2144.0000, 1543.0000, 0.0000,  0, 0, 0
L 2184.0000, 1543.0000, 0.0000,  2144.0000, 1543.0000, 0.0000,  0, 0, 0
L 2204.0000, 1513.0000, 0.0000,  2234.0000, 1513.0000, 0.0000,  0, 0, 0
L 2204.0000, 1543.0000, 0.0000,  2234.0000, 1543.0000, 0.0000,  0, 0, 0
L 2204.0000, 1483.0000, 0.0000,  2204.0000, 1543.0000, 0.0000,  0, 0, 0
L 2234.0000, 1483.0000, 0.0000,  2204.0000, 1483.0000, 0.0000,  0, 0, 0
L 2284.0000, 1543.0000, 0.0000,  2254.0000, 1543.0000, 0.0000,  0, 0, 0
L 2254.0000, 1483.0000, 0.0000,  2284.0000, 1483.0000, 0.0000,  0, 0, 0
L 2254.0000, 1543.0000, 0.0000,  2254.0000, 1483.0000, 0.0000,  0, 0, 0
L 2284.0000, 1543.0000, 0.0000,  2284.0000, 1513.0000, 0.0000,  0, 0, 0
L 2284.0000, 1513.0000, 0.0000,  2264.0000, 1513.0000, 0.0000,  0, 0, 0
L 2304.0000, 1513.0000, 0.0000,  2334.0000, 1513.0000, 0.0000,  0, 0, 0
L 2304.0000, 1543.0000, 0.0000,  2334.0000, 1543.0000, 0.0000,  0, 0, 0
L 2304.0000, 1483.0000, 0.0000,  2304.0000, 1543.0000, 0.0000,  0, 0, 0
L 2334.0000, 1483.0000, 0.0000,  2304.0000, 1483.0000, 0.0000,  0, 0, 0
L 2384.0000, 1543.0000, 0.0000,  2384.0000, 1483.0000, 0.0000,  0, 0, 0
L 2354.0000, 1483.0000, 0.0000,  2384.0000, 1543.0000, 0.0000,  0, 0, 0
L 2354.0000, 1543.0000, 0.0000,  2354.0000, 1483.0000, 0.0000,  0, 0, 0
L 2414.0000, 1543.0000, 0.0000,  2414.0000, 1483.0000, 0.0000,  0, 0, 0
L 2424.0000, 1543.0000, 0.0000,  2404.0000, 1543.0000, 0.0000,  0, 0, 0
L 2434.0000, 1513.0000, 0.0000,  2424.0000, 1543.0000, 0.0000,  0, 0, 0
L 2424.0000, 1483.0000, 0.0000,  2434.0000, 1513.0000, 0.0000,  0, 0, 0
L 2404.0000, 1483.0000, 0.0000,  2424.0000, 1483.0000, 0.0000,  0, 0, 0
L 2144.0000, 1653.0000, 0.0000,  2204.0000, 1653.0000, 0.0000,  0, 0, 0
L 2144.0000, 1573.0000, 0.0000,  2204.0000, 1573.0000, 0.0000,  0, 0, 0
L 2174.0000, 1626.0000, 0.0000,  2174.0000, 1600.0000, 0.0000,  205, 133, 63
L 2204.0000, 1653.0000, 0.0000,  2264.0000, 1653.0000, 0.0000,  0, 0, 0
L 2204.0000, 1653.0000, 0.0000,  2204.0000, 1626.0000, 0.0000,  205, 133, 63
L 2174.0000, 1626.0000, 0.0000,  2234.0000, 1626.0000, 0.0000,  205, 133, 63
L 2174.0000, 1600.0000, 0.0000,  2204.0000, 1600.0000, 0.0000,  205, 133, 63
L 2204.0000, 1600.0000, 0.0000,  2234.0000, 1600.0000, 0.0000,  205, 133, 63
L 2204.0000, 1573.0000, 0.0000,  2264.0000, 1573.0000, 0.0000,  0, 0, 0
L 2204.0000, 1600.0000, 0.0000,  2204.0000, 1573.0000, 0.0000,  205, 133, 63
L 2234.0000, 1626.0000, 0.0000,  2234.0000, 1600.0000, 0.0000,  205, 133, 63
L 2314.0000, 1643.0000, 0.0000,  2314.0000, 1583.0000, 0.0000,  0, 0, 0
L 2324.0000, 1643.0000, 0.0000,  2304.0000, 1643.0000, 0.0000,  0, 0, 0
L 2334.0000, 1613.0000, 0.0000,  2324.0000, 1643.0000, 0.0000,  0, 0, 0
L 2324.0000, 1583.0000, 0.0000,  2334.0000, 1613.0000, 0.0000,  0, 0, 0
L 2304.0000, 1583.0000, 0.0000,  2324.0000, 1583.0000, 0.0000,  0, 0, 0
L 2354.0000, 1583.0000, 0.0000,  2384.0000, 1583.0000, 0.0000,  0, 0, 0
L 2354.0000, 1643.0000, 0.0000,  2384.0000, 1643.0000, 0.0000,  0, 0, 0
L 2354.0000, 1583.0000, 0.0000,  2354.0000, 1643.0000, 0.0000,  0, 0, 0
L 2384.0000, 1583.0000, 0.0000,  2384.0000, 1643.0000, 0.0000,  0, 0, 0
L 2404.0000, 1583.0000, 0.0000,  2434.0000, 1583.0000, 0.0000,  0, 0, 0
